address,area,average_price,city,date,direction,elevator,firm_name,height,house_type,huxing_jiegou,image_path,image_url,jianzhuleixing,new,nianxian,region,tihu_bili,total_price,url,zhuangxiu
天河珠江新城东,45.89,42058,广州,2019-8,东,有,,低楼层 (共33层),1室0厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/7169d2f9e4f792e23ee19f8491922070/screenshot/1566538776_7/pc0_eTaG1arfu.jpg.q_70.jpg,塔楼,0,70,天河,三梯十六户,193,https://gz.lianjia.com/ershoufang/108400589655.html,简装
增城白江,91.84,21778,广州,2019-8,北,有,,中楼层 (共22层),3室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/84bc23a442ed7ef8fa6c8ab68be0183c/screenshot/1547697281_0/pc0_F2PDdaDUO.jpg.q_70.jpg,塔楼,0,70,增城,三梯十二户,200,https://gz.lianjia.com/ershoufang/108400141597.html,精装
天河珠江新城中,87.55,85666,广州,2019-8,北,有,,中楼层 (共32层),2室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/95fb57b71e0c147b3ff9a6b946e84a5d/screenshot/1556940069_0/pc0_SNt3MEF7h.jpg.q_70.jpg,塔楼,0,70,天河,三梯四户,750,https://gz.lianjia.com/ershoufang/108400376624.html,精装
增城沙村,108.62,20715,广州,2019-8,南 北,有,,高楼层 (共32层),3室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/ae292f96dcd947086dc33811d15f127e/screenshot/1557645100_5/pc0_SdtEU8kHb.jpg.q_70.jpg,塔楼,0,70,增城,两梯四户,225,https://gz.lianjia.com/ershoufang/108400341957.html,毛坯
增城沙村,75.34,20574,广州,2019-8,北,无,,中楼层 (共6层),2室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/7367a608591114c695fa4173f10c61ec/screenshot/1552885490_5/pc0_AVyZceenY.jpg.q_70.jpg,塔楼,0,70,增城,一梯四户,155,https://gz.lianjia.com/ershoufang/108400096113.html,简装
越秀杨箕,91.5,45902,广州,2019-8,南,无,,中楼层 (共7层),3室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/bad5678881849c4c40fab0e5588ad26f/screenshot/1565410796_1/pc0_vyAyJLkRD.jpg.q_70.jpg,塔楼,0,70,越秀,一梯四户,420,https://gz.lianjia.com/ershoufang/108400593102.html,简装
黄埔黄埔区府,100.75,41688,广州,2019-8,北,有,,低楼层 (共33层),3室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/3048fec15ca57701080828955311d9fc/screenshot/1555911848_1/pc0_r64d6Ou5u.jpg.q_70.jpg,塔楼,0,70,黄埔,两梯八户,420,https://gz.lianjia.com/ershoufang/108400378786.html,简装
番禺大石,81.39,33788,广州,2019-8,西南,有,,高楼层 (共11层),3室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/9a661b459b5789d1f8285d4d30c12faf/screenshot/1550396384_0/pc0_klKmy47rc.jpg.q_70.jpg,塔楼,0,70,番禺,一梯四户,275,https://gz.lianjia.com/ershoufang/108400194382.html,精装
花溪区小河浦江路,125.11,8473,贵阳,2019-8,东北,无,大兴商厦,中楼层 (共6层),3室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/610a5a75f16f222a9f9eeb4579ee5d06/screenshot/1553580423_3/pc0_EDajN2t1D.jpg.q_70.jpg,板塔结合,0,70,花溪区,一梯两户,106,https://gy.lianjia.com/ershoufang/106102332403.html,简装
天河天河公园,62.7,53908,广州,2019-8,东 南,有,,高楼层 (共18层),2室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/59d155912f0822572a3b074c8427a3cc/screenshot/1545702953_1/pc0_j8zPAOJlr.jpg.q_70.jpg,塔楼,0,70,天河,三梯十七户,338,https://gz.lianjia.com/ershoufang/108400192263.html,精装
南明区凤凰湾,95.45,7963,贵阳,2019-8,东南,无,朝阳巷社区,高楼层 (共7层),2室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/9f8248f4240a62ba43b014325d2bc88b/screenshot/1555563374_1/pc0_g84K9B30x.jpg.q_70.jpg,板楼,0,70,南明区,一梯两户,76,https://gy.lianjia.com/ershoufang/106102334121.html,简装
增城白江,123.38,17832,广州,2019-8,南,有,,中楼层 (共10层),3室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/9ede817770f0dcea27e4a493cec1a561/screenshot/1566278561_7/pc0_xD5yvrLjI.jpg.q_70.jpg,塔楼,0,70,增城,一梯三户,220,https://gz.lianjia.com/ershoufang/108400603496.html,简装
增城沙村,98.78,19539,广州,2019-8,南 西,无,,中楼层 (共7层),3室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/f09657134264c00c31767ff5403714ac/screenshot/1565516229_14/pc0_QtVCD2WZj.jpg.q_70.jpg,塔楼,0,70,增城,一梯四户,193,https://gz.lianjia.com/ershoufang/108400603880.html,简装
番禺雅居乐,119.46,40600,广州,2019-8,东南,有,,中楼层 (共23层),3室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/f576157392d2ff6edcf5405bafce04c7/screenshot/1546848917_0/pc0_NzOWzO0rU.jpg.q_70.jpg,塔楼,0,70,番禺,两梯六户,485,https://gz.lianjia.com/ershoufang/108400470689.html,简装
花溪区小河浦江路,118,11017,贵阳,2019-8,南,有,北大资源缤纷广场,高楼层 (共39层),4室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/4d605e3e0b79ca12b1fbb25c5a551316/screenshot/1566037566_10/pc0_xCUwfdF9O.jpg.q_70.jpg,板塔结合,0,70,花溪区,两梯五户,130,https://gy.lianjia.com/ershoufang/106103195320.html,精装
观山湖区会展城,83.57,13163,贵阳,2019-8,东北,无,恒大中央公园,低楼层 (共31层),2室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/a51e931f1ca7c8f729cfd46d969e3885/screenshot/1565751040_0/pc0_uWMeCqAPl.jpg.q_70.jpg,板塔结合,0,70,观山湖区,一梯六户,110,https://gy.lianjia.com/ershoufang/106103195227.html,简装
海珠南洲,117.29,40498,广州,2019-8,北,有,,中楼层 (共18层),3室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/d1af3e4cf6870b67eac21ddb8cb1a545/screenshot/1561535629_0/pc0_HjevEWLID.jpg.q_70.jpg,塔楼,0,70,海珠,两梯六户,475,https://gz.lianjia.com/ershoufang/108400489458.html,简装
增城凤凰城,125,22400,广州,2019-8,南 北,有,,中楼层 (共26层),3室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/1ba8079a51103602d3bf212286830f41/screenshot/1562380303_0/pc0_NzhjTssom.jpg.q_70.jpg,塔楼,0,70,增城,两梯四户,280,https://gz.lianjia.com/ershoufang/108400116105.html,精装
增城沙村,91.39,20791,广州,2019-8,西南,有,,中楼层 (共18层),3室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/7ea18f3fed26fed1652af953451018e8/screenshot/1546672313_0/pc0_b3R3bnDhf.jpg.q_70.jpg,塔楼,0,70,增城,两梯六户,190,https://gz.lianjia.com/ershoufang/108400210333.html,精装
增城沙村,102.47,17859,广州,2019-8,北,无,,中楼层 (共7层),3室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/cf8537f5af4d9e2888089dfa88f4e168/screenshot/1559274079_1/pc0_Tb4WN9G6s.jpg.q_70.jpg,塔楼,0,70,增城,一梯四户,183,https://gz.lianjia.com/ershoufang/108400381593.html,简装
增城白江,101.61,24358,广州,2019-8,北,有,,中楼层 (共30层),3室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/e5949d40d5f0c3640f19663caadf0b5b/screenshot/1562556842_0/pc0_YkXhzXF6P.jpg.q_70.jpg,塔楼,0,70,增城,两梯四户,100,https://gz.lianjia.com/ershoufang/108400465641.html,简装
花都花东镇,80.15,13475,广州,2019-8,南,有,,中楼层 (共11层),2室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/f0dd0e84211dc5943ab0ecea624adbc3/screenshot/1556351047_0/pc0_8GAvGujaE.jpg.q_70.jpg,塔楼,0,70,花都,一梯四户,108,https://gz.lianjia.com/ershoufang/108400385779.html,精装
白云机场路,96.93,37141,广州,2019-8,南,有,,高楼层 (共15层),3室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/f880ca6cfe4921e2a67633039078b82d/screenshot/1566546441_0/pc0_kaLcVM5FK.jpg.q_70.jpg,塔楼,0,70,白云,两梯八户,360,https://gz.lianjia.com/ershoufang/108400395633.html,简装
海珠江燕路,64.71,28590,广州,2019-8,东北,无,,高楼层 (共9层),2室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/101f4d56e3f7eb431f55bad56ac5c7e9/screenshot/1564381404_0/pc0_2m699TDow.jpg.q_70.jpg,塔楼,0,70,海珠,一梯两户,185,https://gz.lianjia.com/ershoufang/108400576907.html,简装
增城沙村,87.1,23537,广州,2019-8,南,有,,低楼层 (共22层),2室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/e6db5d22f6a8b5bddd099c2810752fc6/screenshot/1561095520_0/pc0_EGKh75VHE.jpg.q_70.jpg,塔楼,0,70,增城,两梯四户,205,https://gz.lianjia.com/ershoufang/108400274942.html,简装
云岩区鹿冲关,143,13287,贵阳,2019-8,南,有,保利·云山国际,低楼层 (共33层),3室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/352bec2d3d25c5122dbce032a82dabf6/screenshot/1566268251_1/pc0_3zbw0aeSg.jpg.q_70.jpg,塔楼,0,70,云岩区,两梯四户,190,https://gy.lianjia.com/ershoufang/106103195352.html,精装
越秀东风西,71.07,50655,广州,2019-8,南 西南,有,,中楼层 (共19层),3室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/3165317513ac170f8be8d043dbdca238/screenshot/1561282385_1/pc0_BKmDG1jWY.jpg.q_70.jpg,塔楼,0,70,越秀,两梯七户,360,https://gz.lianjia.com/ershoufang/108400208519.html,毛坯
番禺洛溪,90.2,33260,广州,2019-8,西南,无,,高楼层 (共6层),3室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/05d82c836f8d0d7f677b1aefbe5e7bd2/screenshot/1562395404_0/pc0_wxUHNriGG.jpg.q_70.jpg,塔楼,0,70,番禺,一梯四户,300,https://gz.lianjia.com/ershoufang/108400495242.html,精装
增城新塘北,71.07,18292,广州,2019-8,北,有,,低楼层 (共11层),2室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/eacc6c71940c366d246891c200df248b/screenshot/1565483845_0/pc0_XdUxTlBjt.jpg.q_70.jpg,塔楼,0,70,增城,一梯四户,130,https://gz.lianjia.com/ershoufang/108400604218.html,精装
增城凤凰城,78.55,23298,广州,2019-8,北,有,,中楼层 (共17层),2室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/605011123da589aead6a34199a5450df/screenshot/1561018716_0/pc0_qhVkM4aXf.jpg.q_70.jpg,塔楼,0,70,增城,两梯七户,183,https://gz.lianjia.com/ershoufang/108400477408.html,精装
天河龙口东,79.72,68867,广州,2019-8,南,有,,低楼层 (共9层),3室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/b5b2a38350c80376ac0efc3f46b5ead0/screenshot/1545378572_4/pc0_NYwELrhqr.jpg.q_70.jpg,塔楼,0,70,天河,两梯八户,549,https://gz.lianjia.com/ershoufang/108400017015.html,简装
白云景泰,69.03,26800,广州,2019-8,东,无,,中楼层 (共9层),2室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/a08889e170492423d32c1e55c5f004ea/screenshot/1562491903_0/pc0_Qy3cj0xYV.jpg.q_70.jpg,塔楼,0,70,白云,一梯五户,185,https://gz.lianjia.com/ershoufang/108400533562.html,简装
增城中新镇,80.12,18410,广州,2019-8,南,有,,中楼层 (共18层),2室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/16f7ac160ec5da798791ea3fcef68adb/screenshot/1566099211_6/pc0_BiBMmGXmV.jpg.q_70.jpg,塔楼,0,70,增城,两梯四户,100,https://gz.lianjia.com/ershoufang/108400610015.html,精装
海珠新港西,60.55,36830,广州,2019-8,西北,有,,高楼层 (共20层),2室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/75fbdfcf17ff4283f66833860e5299ae/screenshot/1561620236_0/pc0_7yCj6K5uE.jpg.q_70.jpg,塔楼,0,70,海珠,两梯九户,223,https://gz.lianjia.com/ershoufang/108400502307.html,简装
增城凤凰城,89,19663,广州,2019-8,西,有,,中楼层 (共15层),2室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/262a689f56eac01bcf8558728ce9be3d/screenshot/1561435223_0/pc0_ACwctln18.jpg.q_70.jpg,塔楼,0,70,增城,两梯六户,175,https://gz.lianjia.com/ershoufang/108400505060.html,精装
天河天河公园,88.5,56385,广州,2019-8,南,无,,低楼层 (共9层),2室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/53ac4acf2072d5f552168f503945b04e/screenshot/1556507631_0/pc0_lp4rP9jMY.jpg.q_70.jpg,塔楼,0,70,天河,一梯四户,499,https://gz.lianjia.com/ershoufang/108400397593.html,简装
增城新塘北,79.41,15868,广州,2019-8,南,无,,中楼层 (共5层),2室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/3e70d4a217208580d0304918643cf14a/screenshot/1557112205_0/pc0_okT1dmdR1.jpg.q_70.jpg,板楼,0,70,增城,一梯两户,126,https://gz.lianjia.com/ershoufang/108400410378.html,精装
白云机场路,60.28,27373,广州,2019-8,南 北,无,,低楼层 (共7层),2室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/1ec86c6dc35e1334abadbb66866fdcdb/screenshot/1556423924_5/pc0_9FYvNBLHm.jpg.q_70.jpg,塔楼,0,70,白云,一梯两户,165,https://gz.lianjia.com/ershoufang/108400227827.html,精装
海珠中大,69.67,25693,广州,2019-8,北,无,,高楼层 (共9层),2室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/034ccaba129d27152de30ddead05e398/screenshot/1563356295_3/pc0_QmNIOXK8U.jpg.q_70.jpg,塔楼,0,70,海珠,一梯五户,179,https://gz.lianjia.com/ershoufang/108400071525.html,简装
荔湾滘口,105.5,24645,广州,2019-8,南,无,,中楼层 (共9层),3室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/326a58a4c2605bde50a067c5737c9139/screenshot/1544686166_4/pc0_bCXMmaXxB.jpg.q_70.jpg,塔楼,0,70,荔湾,一梯四户,260,https://gz.lianjia.com/ershoufang/108400010006.html,简装
增城中新镇,108,15741,广州,2019-8,南,有,,中楼层 (共17层),3室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/d21223a29116829eff364d3e4af0e196/screenshot/1566717641_0/pc0_cEd90DTwe.jpg.q_70.jpg,塔楼,0,70,增城,两梯四户,170,https://gz.lianjia.com/ershoufang/108400610369.html,毛坯
黄埔开发东区,124.61,16853,广州,2019-8,南,无,,高楼层 (共12层),3室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/45ae5594e60864cd45901688d6128b59/screenshot/1565503276_2/pc0_2p2zrgBfO.jpg.q_70.jpg,塔楼,0,70,黄埔,一梯五户,210,https://gz.lianjia.com/ershoufang/108400210250.html,简装
黄埔开发西区,47.55,20610,广州,2019-8,东,有,,高楼层 (共21层),1室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/d952f33b995a905ea736ebfb24d88e49/screenshot/1565164952_0/pc0_v40LdiPLw.jpg.q_70.jpg,塔楼,0,70,黄埔,两梯十二户,98,https://gz.lianjia.com/ershoufang/108400577794.html,其他
海珠江燕路,98.61,39550,广州,2019-8,东南,有,,中楼层 (共16层),3室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/f755259220cfa8b168e8b76561ee1772/screenshot/1557465857_2/pc0_GdqP4M9uV.jpg.q_70.jpg,塔楼,0,70,海珠,两梯八户,390,https://gz.lianjia.com/ershoufang/108400416230.html,精装
白云机场路,56,29465,广州,2019-8,东 西南,有,,高楼层 (共15层),2室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/cc0bf10c682216aea44d468f2f14f0d8/screenshot/1557283536_1/pc0_V9wds5cmG.jpg.q_70.jpg,塔楼,0,70,白云,两梯七户,165,https://gz.lianjia.com/ershoufang/108400409466.html,简装
越秀黄花岗,52.74,54987,广州,2019-8,南,无,,高楼层 (共8层),2室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/f74020db1b9968b915adda2f4d4757b2/screenshot/1550036048_11/pc0_z57M5GyJn.jpg.q_70.jpg,塔楼,0,70,越秀,一梯四户,290,https://gz.lianjia.com/ershoufang/108400241154.html,简装
天河龙口东,50.63,61822,广州,2019-8,南,有,,高楼层 (共23层),1室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/d86ce6f17a10eacf5108c42df644a847/screenshot/1564908664_7/pc0_uaz3uzbAm.jpg.q_70.jpg,塔楼,0,70,天河,三梯二十四户,313,https://gz.lianjia.com/ershoufang/108400582936.html,精装
白云嘉禾望岗,94.06,43377,广州,2019-8,北,有,,高楼层 (共30层),3室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/a13442c3261c51463eb66d5b17307c24/screenshot/1559641785_17/pc0_hl7cCssNi.jpg.q_70.jpg,塔楼,0,70,白云,三梯六户,408,https://gz.lianjia.com/ershoufang/108400225765.html,精装
番禺亚运城,115.12,26060,广州,2019-8,北,有,,高楼层 (共14层),3室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/4eb8ec949f504205842cc361316146b1/screenshot/1563506438_0/pc0_wI0rh10f1.jpg.q_70.jpg,塔楼,0,70,番禺,两梯三户,300,https://gz.lianjia.com/ershoufang/108400545471.html,简装
增城新塘南,103.14,15513,广州,2019-8,西,有,,中楼层 (共14层),3室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/8bdb457ba0b2846f9059df4a4a9eb6da/screenshot/1566009413_0/pc0_vJVrOsaYW.jpg.q_70.jpg,塔楼,0,70,增城,一梯四户,160,https://gz.lianjia.com/ershoufang/108400614186.html,简装
天河天润路,102.01,45388,广州,2019-8,东南,有,,中楼层 (共25层),3室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/b41b2fbdd9f1bb6aebfa7289c551cb35/screenshot/1560133352_0/pc0_ei4VFg0nM.jpg.q_70.jpg,塔楼,0,70,天河,两梯二十户,463,https://gz.lianjia.com/ershoufang/108400445344.html,毛坯
番禺市桥,77.6,18042,广州,2019-8,南,无,,中楼层 (共6层),3室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/25616962726525b3c11af7b5f6f06320/screenshot/1565074347_0/pc0_oYGeL1VGK.jpg.q_70.jpg,板楼,0,70,番禺,一梯两户,140,https://gz.lianjia.com/ershoufang/108400582849.html,简装
海珠滨江东,159.24,59031,广州,2019-8,南,有,,高楼层 (共20层),4室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/4341b4b4adf04f7a666cae83da1f5816/screenshot/1566538460_2/pc0_QSXRho18P.jpg.q_70.jpg,塔楼,0,70,海珠,两梯三户,940,https://gz.lianjia.com/ershoufang/108400548565.html,简装
番禺大石,122.58,34264,广州,2019-8,西 东北,有,,低楼层 (共28层),3室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/44dede264fc91d15975ef405b5e050a2/screenshot/1555057186_6/pc0_8abkq0twd.jpg.q_70.jpg,塔楼,0,70,番禺,两梯五户,420,https://gz.lianjia.com/ershoufang/108400038663.html,精装
增城凤凰城,101.26,21727,广州,2019-8,东,有,,高楼层 (共24层),3室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/8d301128cc6e4b77ac684832cddf177a/screenshot/1560217383_2/pc0_ItubAk4wk.jpg.q_70.jpg,塔楼,0,70,增城,两梯六户,220,https://gz.lianjia.com/ershoufang/108400471859.html,简装
黄埔黄埔区府,72.89,40472,广州,2019-8,南,有,,中楼层 (共33层),2室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/8945e514a8c1d65eedb1f17f759930d9/screenshot/1560225286_2/pc0_qGCyNDo3g.jpg.q_70.jpg,塔楼,0,70,黄埔,两梯八户,295,https://gz.lianjia.com/ershoufang/108400428924.html,精装
白云江夏,66.58,26285,广州,2019-8,南,无,,高楼层 (共9层),2室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/544fa48b4002e49b6b5bb67230634f97/screenshot/1563344769_6/pc0_HY0fckwXP.jpg.q_70.jpg,塔楼,0,70,白云,一梯六户,175,https://gz.lianjia.com/ershoufang/108400549099.html,简装
越秀杨箕,85,72942,广州,2019-8,西北,有,,中楼层 (共31层),2室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/9a16b7cacddcf742faf7c6195c3f6677/screenshot/1560422217_0/pc0_xRuDqys10.jpg.q_70.jpg,塔楼,0,70,越秀,三梯九户,620,https://gz.lianjia.com/ershoufang/108400425780.html,精装
白云景泰,63.47,45061,广州,2019-8,西北,有,,低楼层 (共12层),2室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/b8f3aebb937ea7f5b9e6b2abbafc664d/screenshot/1557471356_0/pc0_vh363x3XV.jpg.q_70.jpg,塔楼,0,70,白云,一梯八户,286,https://gz.lianjia.com/ershoufang/108400263690.html,简装
海珠滨江东,63.75,56471,广州,2019-8,北,有,,低楼层 (共18层),2室1厅,平层,,https://vrlab-image.ljcdn.com/release/vradmin/1000000023070567/images/42d09b18-4899-4960-b9cd-97502fd728a9.png.q_70.jpg,塔楼,0,70,海珠,两梯五户,360,https://gz.lianjia.com/ershoufang/108400252222.html,精装
天河林和,94.48,67528,广州,2019-8,西南,有,,低楼层 (共31层),3室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/f15883b1d6bd9135c67bb30a26e5751e/screenshot/1543913290_0/pc0_IOuREz3rN.jpg.q_70.jpg,塔楼,0,70,天河,三梯八户,638,https://gz.lianjia.com/ershoufang/108400089424.html,简装
白云白云大道南,75,32000,广州,2019-8,西南,无,,中楼层 (共7层),2室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/aa394d1a23b16082a95e5bcffefcb7cc/screenshot/1559193148_0/pc0_9An5M6vQ6.jpg.q_70.jpg,塔楼,0,70,白云,一梯六户,240,https://gz.lianjia.com/ershoufang/108400273321.html,简装
天河员村,48.1,33265,广州,2019-8,南,无,,高楼层 (共9层),1室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/e9f3db66cb48d224a5e7bdb86b3544e9/screenshot/1564977473_1/pc0_zv996Zygp.jpg.q_70.jpg,塔楼,0,70,天河,一梯五户,160,https://gz.lianjia.com/ershoufang/108400591117.html,简装
番禺雅居乐,106.09,37516,广州,2019-8,西,有,,高楼层 (共30层),3室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/3a82fa357050d7b376cb7f466bd0fb46/screenshot/1558332767_0/pc0_LKaW5VmiH.jpg.q_70.jpg,塔楼,0,70,番禺,两梯六户,398,https://gz.lianjia.com/ershoufang/108400428918.html,精装
天河粤垦,91,63187,广州,2019-8,东北,有,,低楼层 (共26层),3室2厅,平层,,https://vrlab-image.ljcdn.com/release/vradmin/1000000026026042/images/ebd373db-58c7-4794-b69f-f25740afb79f.png.q_70.jpg,塔楼,0,70,天河,三梯七户,575,https://gz.lianjia.com/ershoufang/108400089657.html,精装
天河沙河,97.78,24239,广州,2019-8,南 北,无,,高楼层 (共8层),3室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/687e9cc8e4d8315f2a37795e87f227c1/screenshot/1558063946_3/pc0_1qFcIHAn5.jpg.q_70.jpg,塔楼,0,70,天河,一梯九户,237,https://gz.lianjia.com/ershoufang/108400429145.html,简装
荔湾西村,86.54,43911,广州,2019-8,南,有,,低楼层 (共15层),3室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/06ec1c38b0f988e4b8b6ffc44de76251/screenshot/1559292762_0/pc0_mNkTHEVz2.jpg.q_70.jpg,塔楼,0,70,荔湾,两梯八户,380,https://gz.lianjia.com/ershoufang/108400438034.html,简装
花都旧区,100.5,11941,广州,2019-8,南,无,,高楼层 (共7层),3室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/8b975881a617537f456b21ecc445128d/screenshot/1566445550_0/pc0_VmQC4tE7M.jpg.q_70.jpg,塔楼,0,70,花都,一梯四户,120,https://gz.lianjia.com/ershoufang/108400609308.html,简装
白云马务,72.17,31870,广州,2019-8,东北,有,,高楼层 (共16层),2室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/bc267e2b2cf5853ac788927903232fab/screenshot/1555474178_0/pc0_Nde9WJjgG.jpg.q_70.jpg,塔楼,0,70,白云,两梯八户,230,https://gz.lianjia.com/ershoufang/108400099475.html,简装
荔湾西村,82.6,43342,广州,2019-8,南,有,,高楼层 (共14层),3室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/7e7828c1c3d784d547337ebdf052d362/screenshot/1559106890_13/pc0_lj5tKiXAK.jpg.q_70.jpg,塔楼,0,70,荔湾,两梯八户,358,https://gz.lianjia.com/ershoufang/108400443582.html,简装
花都狮岭镇,117,15385,广州,2019-8,南,无,,低楼层 (共7层),3室2厅,平层,,https://vrlab-image.ljcdn.com/release/vradmin/1000000023068898/images/271a1f6c-8d61-4fc1-a96d-991624229dcf.png.q_70.jpg,塔楼,0,70,花都,一梯四户,180,https://gz.lianjia.com/ershoufang/108400112611.html,简装
荔湾西村,99.5,49247,广州,2019-8,东,有,,中楼层 (共32层),3室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/59c0c512f47e6f43496ac7052e5b61b9/screenshot/1565342159_0/pc0_vnJ7vPgXC.jpg.q_70.jpg,塔楼,0,70,荔湾,三梯六户,490,https://gz.lianjia.com/ershoufang/108400592274.html,精装
番禺亚运城,84,27620,广州,2019-8,东 东南 南,有,,低楼层 (共18层),2室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/0719b0754533805f56a9a3e116e3f03c/screenshot/1559356229_0/pc0_b75IkQmLW.jpg.q_70.jpg,塔楼,0,70,番禺,两梯四户,232,https://gz.lianjia.com/ershoufang/108400444809.html,精装
白云机场路,70.42,22437,广州,2019-8,东,无,,低楼层 (共9层),2室1厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/1dc79a49be650a58c8fa1514f53e34ed/screenshot/1563863678_8/pc0_yhJDbYOot.jpg.q_70.jpg,塔楼,0,70,白云,一梯四户,158,https://gz.lianjia.com/ershoufang/108400563850.html,简装
番禺亚运城,166.21,25871,广州,2019-8,南,有,,低楼层 (共32层),4室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/0715f76fb40a7bd4e6140fb9b9c6cb89/screenshot/1545628159_1/pc0_N6v0hMuI8.jpg.q_70.jpg,塔楼,0,70,番禺,三梯六户,430,https://gz.lianjia.com/ershoufang/108400100331.html,简装
黄埔黄埔区府,84.2,38599,广州,2019-8,南,有,,低楼层 (共18层),2室2厅,平层,,https://vrlab-image.ljcdn.com/release/auto3dhd/35ad8ceb81be6449afba1423def73e5a/screenshot/1552553699_0/pc0_HPFNmwWu6.jpg.q_70.jpg,塔楼,0,70,黄埔,两梯六户,325,https://gz.lianjia.com/ershoufang/108400285588.html,精装
